country,party,name1,name2,name3,name4,name5,name6,election,vote_share,change,year,prime_minister_last,cabinet_party_last,election_id,enep1
Finland,Åland,Åland,NA,NA,NA,NA,NA,2011,0.4,0,2011,0,0,700,6.476474521473376
Finland,DEVA,DEVA,NA,NA,NA,NA,NA,1987,4.2,0,1987,0,0,527,6.164753257052624
Finland,KD (SKL),KD,SKL,NA,NA,NA,NA,1958,0.2,0,1958,0,0,NaN,5.195722884430956
Finland,KD (SKL),KD,SKL,NA,NA,NA,NA,1966,0.5,0,1966,0,0,460,5.245598947683476
Finland,KD (SKL),KD,SKL,NA,NA,NA,NA,1970,1.1,0,1970,0,0,77,6.183450613725654
Finland,KD (SKL),KD,SKL,NA,NA,NA,NA,1972,2.5,0,1972,0,0,NaN,5.958090789387448
Finland,KD (SKL),KD,SKL,NA,NA,NA,NA,1975,3.3,0,1975,0,0,NaN,5.914850566924338
Finland,KD (SKL),KD,SKL,NA,NA,NA,NA,1979,4.8,0,1979,0,0,84,5.7548658487635365
Finland,KD (SKL),KD,SKL,NA,NA,NA,NA,1983,3,0,1983,0,0,133,5.494354588018377
Finland,KD (SKL),KD,SKL,NA,NA,NA,NA,1987,2.6,0,1987,0,0,527,6.164753257052624
Finland,KD (SKL),KD,SKL,NA,NA,NA,NA,1991,3.1,0,1991,0,0,602,5.92353922848545
Finland,KD (SKL),KD,SKL,NA,NA,NA,NA,1995,3,0,1995,0,0,24,5.869133345908491
Finland,KD (SKL),KD,SKL,NA,NA,NA,NA,1999,4.2,0,1999,0,0,15,5.936198189249264
Finland,KD (SKL),KD,SKL,NA,NA,NA,NA,2003,5.3,1,2003,0,0,253,5.6475320661068125
Finland,KD (SKL),KD,SKL,NA,NA,NA,NA,2007,4.9,0,2007,0,0,314,5.882456765724496
Finland,KD (SKL),KD,SKL,NA,NA,NA,NA,2011,4,0,2011,0,0,700,6.476474521473376
Finland,KD (SKL),KD,SKL,NA,NA,NA,NA,2015,3.5,0,2015,0,1,855,6.575692021455094
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1945,21.3,0,1945,0,1,101,5.125511138726576
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1948,24.2,0,1948,0,1,187,4.905423466369269
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1951,23.2,0,1951,1,1,575,4.988115836692165
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1954,24.1,0,1954,0,1,71,4.984100720688304
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1958,23.1,0,1958,0,0,NaN,5.195722884430956
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1962,23,0,1962,1,1,354,5.815238314026975
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1966,21.2,1,1966,1,1,460,5.245598947683476
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1970,17.1,0,1970,0,1,77,6.183450613725654
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1972,16.4,0,1972,0,0,NaN,5.958090789387448
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1975,17.6,0,1975,0,0,NaN,5.914850566924338
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1979,17.3,0,1979,0,1,84,5.7548658487635365
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1983,17.6,0,1983,0,1,133,5.494354588018377
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1987,17.6,0,1987,0,1,527,6.164753257052624
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1991,24.8,1,1991,0,0,602,5.92353922848545
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1995,19.4,0,1995,1,1,24,5.869133345908491
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,1999,22.4,0,1999,0,0,15,5.936198189249264
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,2003,24.7,0,2003,0,0,253,5.6475320661068125
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,2007,23.1,0,2007,1,1,314,5.882456765724496
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,2011,15.8,0,2011,1,1,700,6.476474521473376
Finland,KESK (ML),KESK,ML,NA,NA,NA,NA,2015,21.1,0,2015,0,0,855,6.575692021455094
Finland,KOK,KOK,NA,NA,NA,NA,NA,1945,15,0,1945,0,1,101,5.125511138726576
Finland,KOK,KOK,NA,NA,NA,NA,NA,1948,17.1,0,1948,0,0,187,4.905423466369269
Finland,KOK,KOK,NA,NA,NA,NA,NA,1951,14.6,0,1951,0,0,575,4.988115836692165
Finland,KOK,KOK,NA,NA,NA,NA,NA,1954,12.8,0,1954,0,1,71,4.984100720688304
Finland,KOK,KOK,NA,NA,NA,NA,NA,1958,15.3,0,1958,0,0,NaN,5.195722884430956
Finland,KOK,KOK,NA,NA,NA,NA,NA,1962,15,0,1962,0,0,354,5.815238314026975
Finland,KOK,KOK,NA,NA,NA,NA,NA,1966,13.8,0,1966,0,1,460,5.245598947683476
Finland,KOK,KOK,NA,NA,NA,NA,NA,1970,18,0,1970,0,0,77,6.183450613725654
Finland,KOK,KOK,NA,NA,NA,NA,NA,1972,17.6,0,1972,0,0,NaN,5.958090789387448
Finland,KOK,KOK,NA,NA,NA,NA,NA,1975,18.4,0,1975,0,0,NaN,5.914850566924338
Finland,KOK,KOK,NA,NA,NA,NA,NA,1979,21.7,0,1979,0,0,84,5.7548658487635365
Finland,KOK,KOK,NA,NA,NA,NA,NA,1983,22.1,0,1983,0,0,133,5.494354588018377
Finland,KOK,KOK,NA,NA,NA,NA,NA,1987,23.1,0,1987,0,0,527,6.164753257052624
Finland,KOK,KOK,NA,NA,NA,NA,NA,1991,19.3,0,1991,0,1,602,5.92353922848545
Finland,KOK,KOK,NA,NA,NA,NA,NA,1995,17.9,0,1995,0,1,24,5.869133345908491
Finland,KOK,KOK,NA,NA,NA,NA,NA,1999,21,0,1999,0,1,15,5.936198189249264
Finland,KOK,KOK,NA,NA,NA,NA,NA,2003,18.6,0,2003,0,1,253,5.6475320661068125
Finland,KOK,KOK,NA,NA,NA,NA,NA,2007,22.3,0,2007,0,0,314,5.882456765724496
Finland,KOK,KOK,NA,NA,NA,NA,NA,2011,20.4,0,2011,0,1,700,6.476474521473376
Finland,KOK,KOK,NA,NA,NA,NA,NA,2015,18.2,0,2015,1,1,855,6.575692021455094
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,1945,5.2,0,1945,0,1,101,5.125511138726576
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,1948,3.9,0,1948,0,0,187,4.905423466369269
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,1951,5.7,1,1951,0,1,575,4.988115836692165
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,1954,7.9,0,1954,1,1,71,4.984100720688304
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,1958,5.9,0,1958,0,0,NaN,5.195722884430956
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,1962,6.3,0,1962,0,0,354,5.815238314026975
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,1966,6.5,1,1966,0,1,460,5.245598947683476
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,1970,6,0,1970,0,0,77,6.183450613725654
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,1972,5.2,0,1972,0,0,NaN,5.958090789387448
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,1975,4.3,0,1975,0,0,NaN,5.914850566924338
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,1979,3.7,0,1979,0,1,84,5.7548658487635365
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,1987,1,0,1987,0,0,527,6.164753257052624
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,1991,0.8,0,1991,0,0,602,5.92353922848545
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,1995,0.6,0,1995,0,0,24,5.869133345908491
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,1999,0.2,0,1999,0,0,15,5.936198189249264
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,2003,0.3,1,2003,0,0,253,5.6475320661068125
Finland,"LIB (KEP, SKP, LKP)",LIB,KEP,SKP,LKP,NA,NA,2007,0.1,0,2007,0,0,314,5.882456765724496
Finland,PS (SMP),PS,SMP,NA,NA,NA,NA,1962,2.2,0,1962,0,0,354,5.815238314026975
Finland,PS (SMP),PS,SMP,NA,NA,NA,NA,1966,1,0,1966,0,0,460,5.245598947683476
Finland,PS (SMP),PS,SMP,NA,NA,NA,NA,1970,10.5,0,1970,0,0,77,6.183450613725654
Finland,PS (SMP),PS,SMP,NA,NA,NA,NA,1972,9.2,0,1972,0,0,NaN,5.958090789387448
Finland,PS (SMP),PS,SMP,NA,NA,NA,NA,1975,3.6,0,1975,0,0,NaN,5.914850566924338
Finland,PS (SMP),PS,SMP,NA,NA,NA,NA,1979,4.6,0,1979,0,0,84,5.7548658487635365
Finland,PS (SMP),PS,SMP,NA,NA,NA,NA,1983,9.7,0,1983,0,0,133,5.494354588018377
Finland,PS (SMP),PS,SMP,NA,NA,NA,NA,1987,6.3,0,1987,0,1,527,6.164753257052624
Finland,PS (SMP),PS,SMP,NA,NA,NA,NA,1991,4.8,0,1991,0,0,602,5.92353922848545
Finland,PS (SMP),PS,SMP,NA,NA,NA,NA,1995,1.3,0,1995,0,0,24,5.869133345908491
Finland,PS (SMP),PS,SMP,NA,NA,NA,NA,1999,1,1,1999,0,0,15,5.936198189249264
Finland,PS (SMP),PS,SMP,NA,NA,NA,NA,2003,1.6,0,2003,0,0,253,5.6475320661068125
Finland,PS (SMP),PS,SMP,NA,NA,NA,NA,2007,4.1,0,2007,0,0,314,5.882456765724496
Finland,PS (SMP),PS,SMP,NA,NA,NA,NA,2011,19,0,2011,0,0,700,6.476474521473376
Finland,PS (SMP),PS,SMP,NA,NA,NA,NA,2015,17.6,0,2015,0,0,855,6.575692021455094
Finland,SDP,SDP,NA,NA,NA,NA,NA,1945,25.1,0,1945,0,1,101,5.125511138726576
Finland,SDP,SDP,NA,NA,NA,NA,NA,1948,26.3,0,1948,0,1,187,4.905423466369269
Finland,SDP,SDP,NA,NA,NA,NA,NA,1951,26.5,0,1951,0,1,575,4.988115836692165
Finland,SDP,SDP,NA,NA,NA,NA,NA,1954,26.2,0,1954,0,0,71,4.984100720688304
Finland,SDP,SDP,NA,NA,NA,NA,NA,1958,23.2,0,1958,0,0,NaN,5.195722884430956
Finland,SDP,SDP,NA,NA,NA,NA,NA,1962,19.5,0,1962,0,0,354,5.815238314026975
Finland,SDP,SDP,NA,NA,NA,NA,NA,1966,27.2,0,1966,0,0,460,5.245598947683476
Finland,SDP,SDP,NA,NA,NA,NA,NA,1970,23.4,0,1970,1,1,77,6.183450613725654
Finland,SDP,SDP,NA,NA,NA,NA,NA,1972,25.8,0,1972,0,0,NaN,5.958090789387448
Finland,SDP,SDP,NA,NA,NA,NA,NA,1975,24.9,0,1975,0,0,NaN,5.914850566924338
Finland,SDP,SDP,NA,NA,NA,NA,NA,1979,23.9,0,1979,1,1,84,5.7548658487635365
Finland,SDP,SDP,NA,NA,NA,NA,NA,1983,26.7,0,1983,1,1,133,5.494354588018377
Finland,SDP,SDP,NA,NA,NA,NA,NA,1987,24.1,0,1987,1,1,527,6.164753257052624
Finland,SDP,SDP,NA,NA,NA,NA,NA,1991,22.1,0,1991,1,1,602,5.92353922848545
Finland,SDP,SDP,NA,NA,NA,NA,NA,1995,28.3,0,1995,0,0,24,5.869133345908491
Finland,SDP,SDP,NA,NA,NA,NA,NA,1999,22.9,0,1999,1,1,15,5.936198189249264
Finland,SDP,SDP,NA,NA,NA,NA,NA,2003,24.5,0,2003,1,1,253,5.6475320661068125
Finland,SDP,SDP,NA,NA,NA,NA,NA,2007,21.4,0,2007,0,1,314,5.882456765724496
Finland,SDP,SDP,NA,NA,NA,NA,NA,2011,19.1,0,2011,0,0,700,6.476474521473376
Finland,SDP,SDP,NA,NA,NA,NA,NA,2015,16.5,0,2015,0,1,855,6.575692021455094
Finland,SFP,SFP,NA,NA,NA,NA,NA,1945,7.9,0,1945,0,0,101,5.125511138726576
Finland,SFP,SFP,NA,NA,NA,NA,NA,1948,7.3,0,1948,0,0,187,4.905423466369269
Finland,SFP,SFP,NA,NA,NA,NA,NA,1951,7.2,0,1951,0,0,575,4.988115836692165
Finland,SFP,SFP,NA,NA,NA,NA,NA,1954,6.8,0,1954,0,0,71,4.984100720688304
Finland,SFP,SFP,NA,NA,NA,NA,NA,1958,6.5,0,1958,0,0,NaN,5.195722884430956
Finland,SFP,SFP,NA,NA,NA,NA,NA,1962,6.1,0,1962,0,0,354,5.815238314026975
Finland,SFP,SFP,NA,NA,NA,NA,NA,1966,5.7,0,1966,0,0,460,5.245598947683476
Finland,SFP,SFP,NA,NA,NA,NA,NA,1970,5.3,0,1970,0,0,77,6.183450613725654
Finland,SFP,SFP,NA,NA,NA,NA,NA,1972,5.1,0,1972,0,0,NaN,5.958090789387448
Finland,SFP,SFP,NA,NA,NA,NA,NA,1975,4.7,0,1975,0,0,NaN,5.914850566924338
Finland,SFP,SFP,NA,NA,NA,NA,NA,1979,4.2,0,1979,0,0,84,5.7548658487635365
Finland,SFP,SFP,NA,NA,NA,NA,NA,1983,4.6,0,1983,0,0,133,5.494354588018377
Finland,SFP,SFP,NA,NA,NA,NA,NA,1987,5.3,0,1987,0,0,527,6.164753257052624
Finland,SFP,SFP,NA,NA,NA,NA,NA,1991,5.5,0,1991,0,0,602,5.92353922848545
Finland,SFP,SFP,NA,NA,NA,NA,NA,1995,5.1,0,1995,0,0,24,5.869133345908491
Finland,SFP,SFP,NA,NA,NA,NA,NA,1999,5.1,0,1999,0,0,15,5.936198189249264
Finland,SFP,SFP,NA,NA,NA,NA,NA,2003,4.6,0,2003,0,0,253,5.6475320661068125
Finland,SFP,SFP,NA,NA,NA,NA,NA,2007,4.5,0,2007,0,0,314,5.882456765724496
Finland,SFP,SFP,NA,NA,NA,NA,NA,2011,4.3,0,2011,0,0,700,6.476474521473376
Finland,SFP,SFP,NA,NA,NA,NA,NA,2015,4.9,0,2015,0,0,855,6.575692021455094
Finland,TPSL,TPSL,NA,NA,NA,NA,NA,1958,1.8,0,1958,0,0,NaN,5.195722884430956
Finland,TPSL,TPSL,NA,NA,NA,NA,NA,1962,4.4,0,1962,0,0,354,5.815238314026975
Finland,TPSL,TPSL,NA,NA,NA,NA,NA,1966,2.3,0,1966,0,0,460,5.245598947683476
Finland,TPSL,TPSL,NA,NA,NA,NA,NA,1970,1.4,0,1970,0,1,77,6.183450613725654
Finland,TPSL,TPSL,NA,NA,NA,NA,NA,1972,1,0,1972,0,0,NaN,5.958090789387448
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1945,23.5,0,1945,0,1,101,5.125511138726576
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1948,20,0,1948,1,1,187,4.905423466369269
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1951,21.6,0,1951,0,0,575,4.988115836692165
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1954,21.6,0,1954,0,0,71,4.984100720688304
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1958,23.2,0,1958,0,0,NaN,5.195722884430956
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1962,22,0,1962,0,0,354,5.815238314026975
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1966,21.1,0,1966,0,0,460,5.245598947683476
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1970,16.6,0,1970,0,1,77,6.183450613725654
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1972,17,0,1972,0,0,NaN,5.958090789387448
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1975,18.9,0,1975,0,0,NaN,5.914850566924338
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1979,17.9,0,1979,0,1,84,5.7548658487635365
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1983,13.5,0,1983,0,0,133,5.494354588018377
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1987,9.4,0,1987,0,0,527,6.164753257052624
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1991,10.1,1,1991,0,0,602,5.92353922848545
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1995,11.2,0,1995,0,0,24,5.869133345908491
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,1999,10.9,0,1999,0,1,15,5.936198189249264
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,2003,9.9,0,2003,0,1,253,5.6475320661068125
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,2007,8.8,0,2007,0,0,314,5.882456765724496
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,2011,8.1,0,2011,0,0,700,6.476474521473376
Finland,VAS (SKDL),VAS,SKDL,NA,NA,NA,NA,2015,7.1,0,2015,0,0,855,6.575692021455094
Finland,VIHR,VIHR,NA,NA,NA,NA,NA,1983,1.5,0,1983,0,0,133,5.494354588018377
Finland,VIHR,VIHR,NA,NA,NA,NA,NA,1987,4,1,1987,0,0,527,6.164753257052624
Finland,VIHR,VIHR,NA,NA,NA,NA,NA,1991,6.8,0,1991,0,0,602,5.92353922848545
Finland,VIHR,VIHR,NA,NA,NA,NA,NA,1995,6.5,0,1995,0,0,24,5.869133345908491
Finland,VIHR,VIHR,NA,NA,NA,NA,NA,1999,7.3,0,1999,0,1,15,5.936198189249264
Finland,VIHR,VIHR,NA,NA,NA,NA,NA,2003,8,0,2003,0,0,253,5.6475320661068125
Finland,VIHR,VIHR,NA,NA,NA,NA,NA,2007,8.5,0,2007,0,0,314,5.882456765724496
Finland,VIHR,VIHR,NA,NA,NA,NA,NA,2011,7.2,0,2011,0,1,700,6.476474521473376
Finland,VIHR,VIHR,NA,NA,NA,NA,NA,2015,8.5,0,2015,0,0,855,6.575692021455094
France,AC,AC,NA,NA,NA,NA,NA,2012,0.6,0,2012,0,0,782,5.188794279873186
France,"CD (PDM, MR)",CD,PDM,MR,NA,NA,NA,1967,13.4,0,1967,0,0,291,4.040632683693179
France,"CD (PDM, MR)",CD,PDM,MR,NA,NA,NA,1968,10.3,1,1968,0,0,386,3.5560726830992273
France,"CD (PDM, MR)",CD,PDM,MR,NA,NA,NA,1973,13.1,1,1973,0,1,357,4.223608454557303
France,CNIP (M),CNIP,M,NA,NA,NA,NA,1945,13.3,0,1945,0,1,471,4.612376027566272
France,CNIP (M),CNIP,M,NA,NA,NA,NA,1946,12.8,0,1946,0,0,348,4.51488671206888
France,CNIP (M),CNIP,M,NA,NA,NA,NA,1946.1,12.9,0,1946.1,0,0,75,4.775286689939378
France,CNIP (M),CNIP,M,NA,NA,NA,NA,1951,14,1,1951,0,1,293,5.539615410768544
France,CNIP (M),CNIP,M,NA,NA,NA,NA,1956,15,0,1956,0,1,312,6.489267617264122
France,CNIP (M),CNIP,M,NA,NA,NA,NA,1958,22.9,0,1958,0,1,375,5.8230342529010795
France,CNIP (M),CNIP,M,NA,NA,NA,NA,1962,7.7,0,1962,0,1,407,5.2897757204516616
France,DLF,DLF,NA,NA,NA,NA,NA,2012,0.5,0,2012,0,0,782,5.188794279873186
France,DLF,DLF,NA,NA,NA,NA,NA,2017,1.2,0,2017,0,0,1014,6.851148714340228
France,DVD,DVD,NA,NA,NA,NA,NA,2012,3.5,0,2012,0,0,782,5.188794279873186
France,DVD,DVD,NA,NA,NA,NA,NA,2017,2.8,0,2017,0,0,1014,6.851148714340228
France,DVG,DVG,NA,NA,NA,NA,NA,2012,3.4,0,2012,0,0,782,5.188794279873186
France,DVG,DVG,NA,NA,NA,NA,NA,2017,1.6,0,2017,0,0,1014,6.851148714340228
France,EELV (LV),EELV,LV,NA,NA,NA,NA,1986,1.2,0,1986,0,0,623,4.669890703659502
France,EELV (LV),EELV,LV,NA,NA,NA,NA,1988,0.4,0,1988,0,0,643,4.337397712711438
France,EELV (LV),EELV,LV,NA,NA,NA,NA,1993,4.1,1,1993,0,0,664,7.38527746871444
France,EELV (LV),EELV,LV,NA,NA,NA,NA,1997,6.8,0,1997,0,0,479,7.2566084391080965
France,EELV (LV),EELV,LV,NA,NA,NA,NA,2002,4.5,0,2002,0,0,403,5.267127920264025
France,EELV (LV),EELV,LV,NA,NA,NA,NA,2007,3.3,0,2007,0,0,171,4.363800005110857
France,EELV (LV),EELV,LV,NA,NA,NA,NA,2012,5.5,0,2012,0,1,782,5.188794279873186
France,EELV (LV),EELV,LV,NA,NA,NA,NA,2017,4.3,0,2017,0,0,1014,6.851148714340228
France,FG,FG,NA,NA,NA,NA,NA,2012,6.9,0,2012,0,0,782,5.188794279873186
France,FI (PG),FI,PG,NA,NA,NA,NA,2012,0.7,0,2012,0,0,782,5.188794279873186
France,FI (PG),FI,PG,NA,NA,NA,NA,2017,11,1,2017,0,0,1014,6.851148714340228
France,FN,FN,NA,NA,NA,NA,NA,1978,0.8,0,1978,0,0,496,4.892424440867045
France,FN,FN,NA,NA,NA,NA,NA,1981,0.2,0,1981,0,0,20,4.030470427191444
France,FN,FN,NA,NA,NA,NA,NA,1986,9.9,0,1986,0,0,623,4.669890703659502
France,FN,FN,NA,NA,NA,NA,NA,1988,9.8,0,1988,0,0,643,4.337397712711438
France,FN,FN,NA,NA,NA,NA,NA,1993,12.4,0,1993,0,0,664,7.38527746871444
France,FN,FN,NA,NA,NA,NA,NA,1997,14.9,0,1997,0,0,479,7.2566084391080965
France,FN,FN,NA,NA,NA,NA,NA,2002,11.3,0,2002,0,0,403,5.267127920264025
France,FN,FN,NA,NA,NA,NA,NA,2007,4.3,0,2007,0,0,171,4.363800005110857
France,FN,FN,NA,NA,NA,NA,NA,2012,13.6,0,2012,0,0,782,5.188794279873186
France,FN,FN,NA,NA,NA,NA,NA,2017,13.2,0,2017,0,0,1014,6.851148714340228
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,1951,21.7,0,1951,0,0,293,5.539615410768544
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,1958,19.5,1,1958,0,1,375,5.8230342529010795
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,1962,31.9,0,1962,0,1,407,5.2897757204516616
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,1967,37.4,1,1967,0,1,291,4.040632683693179
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,1968,44.7,0,1968,1,1,386,3.5560726830992273
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,1973,36,1,1973,1,1,357,4.223608454557303
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,1978,23,1,1978,0,1,496,4.892424440867045
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,1981,21.2,0,1981,0,0,20,4.030470427191444
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,1986,27,0,1986,0,0,623,4.669890703659502
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,1988,19.2,0,1988,0,0,643,4.337397712711438
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,1993,20.4,0,1993,0,0,664,7.38527746871444
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,1997,15.7,0,1997,1,1,479,7.2566084391080965
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,2002,33.3,1,2002,1,1,403,5.267127920264025
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,2007,39.5,0,2007,1,1,171,4.363800005110857
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,2012,27.1,0,2012,0,0,782,5.188794279873186
France,"LR (UMP, RPF, UNR, UDR, RPR)",LR,UMP,RPF,UNR,UDR,RPR,2017,15.8,1,2017,1,1,1014,6.851148714340228
France,LREM,LREM,NA,NA,NA,NA,NA,2017,28.2,0,2017,0,1,1014,6.851148714340228
France,MoDem (UDF),MoDem,UDF,NA,NA,NA,NA,1978,23.9,0,1978,0,0,496,4.892424440867045
France,MoDem (UDF),MoDem,UDF,NA,NA,NA,NA,1981,21.7,0,1981,0,0,20,4.030470427191444
France,MoDem (UDF),MoDem,UDF,NA,NA,NA,NA,1986,15.5,0,1986,0,0,623,4.669890703659502
France,MoDem (UDF),MoDem,UDF,NA,NA,NA,NA,1988,18.5,0,1988,0,0,643,4.337397712711438
France,MoDem (UDF),MoDem,UDF,NA,NA,NA,NA,1993,19.1,0,1993,0,0,664,7.38527746871444
France,MoDem (UDF),MoDem,UDF,NA,NA,NA,NA,1997,14.2,0,1997,0,1,479,7.2566084391080965
France,MoDem (UDF),MoDem,UDF,NA,NA,NA,NA,2002,4.9,0,2002,0,1,403,5.267127920264025
France,MoDem (UDF),MoDem,UDF,NA,NA,NA,NA,2007,7.6,1,2007,0,0,171,4.363800005110857
France,MoDem (UDF),MoDem,UDF,NA,NA,NA,NA,2012,1.8,0,2012,0,0,782,5.188794279873186
France,MoDem (UDF),MoDem,UDF,NA,NA,NA,NA,2017,4.1,0,2017,0,1,1014,6.851148714340228
France,MRP,MRP,NA,NA,NA,NA,NA,1945,24.9,0,1945,0,1,471,4.612376027566272
France,MRP,MRP,NA,NA,NA,NA,NA,1946,28.2,0,1946,0,1,348,4.51488671206888
France,MRP,MRP,NA,NA,NA,NA,NA,1946.1,26,0,1946.1,1,1,75,4.775286689939378
France,MRP,MRP,NA,NA,NA,NA,NA,1951,12.5,0,1951,0,1,293,5.539615410768544
France,MRP,MRP,NA,NA,NA,NA,NA,1956,10.9,0,1956,0,1,312,6.489267617264122
France,MRP,MRP,NA,NA,NA,NA,NA,1958,11.1,0,1958,0,1,375,5.8230342529010795
France,MRP,MRP,NA,NA,NA,NA,NA,1962,9.1,0,1962,0,1,407,5.2897757204516616
France,NC,NC,NA,NA,NA,NA,NA,2007,2.4,0,2007,0,1,171,4.363800005110857
France,PCF,PCF,NA,NA,NA,NA,NA,1945,26.1,0,1945,0,1,471,4.612376027566272
France,PCF,PCF,NA,NA,NA,NA,NA,1946,26,0,1946,0,1,348,4.51488671206888
France,PCF,PCF,NA,NA,NA,NA,NA,1946.1,28.3,0,1946.1,0,1,75,4.775286689939378
France,PCF,PCF,NA,NA,NA,NA,NA,1951,25.9,0,1951,0,0,293,5.539615410768544
France,PCF,PCF,NA,NA,NA,NA,NA,1956,25.4,0,1956,0,0,312,6.489267617264122
France,PCF,PCF,NA,NA,NA,NA,NA,1958,19.2,0,1958,0,0,375,5.8230342529010795
France,PCF,PCF,NA,NA,NA,NA,NA,1962,21.7,0,1962,0,0,407,5.2897757204516616
France,PCF,PCF,NA,NA,NA,NA,NA,1967,22.5,0,1967,0,0,291,4.040632683693179
